Text content,Title,poem_id,Text_cleaned,Title_cleaned
مداخيل الشعر وايد، وانا شاعر ولي مدخال,شـعب الإمـارات,10,مداخيل الشعر وايد وانا شاعر ولي مدخال,شعب الامارات
ولكـن الـمخـــارج ما هي تـشـــابـه مــداخلـها,شـعب الإمـارات,10,ولكن المخارج ما هي تشابه مداخلها,شعب الامارات
وانا بين الـمخارج والمداخل يوم طاب الفـال,شـعب الإمـارات,10,وانا بين المخارج والمداخل يوم طاب الفال,شعب الامارات
جـبرت آخر بـيـوت الـمـفردات ينافـس اوّلـها,شـعب الإمـارات,10,جبرت اخر بيوت المفردات ينافس اولها,شعب الامارات
سبحت من الشعر بحر وملكت من البيوت جزال,شـعب الإمـارات,10,سبحت من الشعر بحر وملكت من البيوت جزال,شعب الامارات
وهي ماهـي بْـمـهـنـه، لكـن افـكـاري تـداولـهـا,شـعب الإمـارات,10,وهي ماهي بمهنه لكن افكاري تداولها,شعب الامارات
من اغلى الإمنيـات اللي من القلب وتمر البـال,شـعب الإمـارات,10,من اغلى الامنيات اللي من القلب وتمر البال,شعب الامارات
صنعت اغلى البيـوت اللي تبيّض وَجه قايلـها,شـعب الإمـارات,10,صنعت اغلى البيوت اللي تبيض وجه قايلها,شعب الامارات
أغذّيـها باحـاسيـسٍ لـها فـي خافـقـي مدهـال,شـعب الإمـارات,10,اغذيها باحاسيس لها في خافقي مدهال,شعب الامارات
لـها كـفّـي مـطـيـعــــه يوم تـكـتـبـها أنـامـلــهـا,شـعب الإمـارات,10,لها كفي مطيعه يوم تكتبها اناملها,شعب الامارات
لو ان افكـار شـعري خيل، ما تلقى لها خيّـال,شـعب الإمـارات,10,لو ان افكار شعري خيل ما تلقى لها خيال,شعب الامارات
سوى فكري تحلّـق فـي الفضـا يوم آتخـيّلـهــا,شـعب الإمـارات,10,سوى فكري تحلق في الفضا يوم اتخيلها,شعب الامارات
على الدوله وريّسـها (خليفـة ) قـايد الأبطـال,شـعب الإمـارات,10,على الدوله وريسها خليفة قايد الابطال,شعب الامارات
هـماليـل السـحاب اللي غـصـون الأرض بـلّـلـها,شـعب الإمـارات,10,هماليل السحاب اللي غصون الارض بللها,شعب الامارات
أبارك له فـي شهـر ٍنـزّل القـرآن فيـه انـزال,شـعب الإمـارات,10,ابارك له في شهر نزل القران فيه انزال,شعب الامارات
يضـم مْن اللـيـالي لـيـلة الـقـدر وفـضــايـلـها,شـعب الإمـارات,10,يضم من الليالي ليلة القدر وفضايلها,شعب الامارات
أردّدها على الاطـلال .. وتردّد معي الاطـلال,شـعب الإمـارات,10,ارددها على الاطلال وتردد معي الاطلال,شعب الامارات
يالين اسـمـع صـداهـا والـمـخـالـيق تْـنـاقلــها,شـعب الإمـارات,10,يالين اسمع صداها والمخاليق تناقلها,شعب الامارات
لو ان دلّـة هل الأمـجاد ما مـعـها سوى فـنيال,شـعب الإمـارات,10,لو ان دلة هل الامجاد ما معها سوى فنيال,شعب الامارات
ترى الـفـنيال فـي راحـة يـمـيـنه يا مهـيّـلـها,شـعب الإمـارات,10,ترى الفنيال في راحة يمينه يا مهيلها,شعب الامارات
في كل بلاد له كلمه، والى من قال قال وْطال,شـعب الإمـارات,10,في كل بلاد له كلمه والى من قال قال وطال,شعب الامارات
يطول جبال الارض وكف ابو سلطـان أطولـهـا,شـعب الإمـارات,10,يطول جبال الارض وكف ابو سلطان اطولها,شعب الامارات
مع شـعـب الـعروبه مـوقفه تـفخر به الأجيال,شـعب الإمـارات,10,مع شعب العروبه موقفه تفخر به الاجيال,شعب الامارات
والى من مالت احـوال العـرب وقّـف وعدّلـهـا,شـعب الإمـارات,10,والى من مالت احوال العرب وقف وعدلها,شعب الامارات
ولابو راشد من الـمجد التليد العز والإجلال,شـعب الإمـارات,10,ولابو راشد من المجد التليد العز والاجلال,شعب الامارات
وْمن الألقـاب أشرف ما حوت الالقـاب وانبلـهـا,شـعب الإمـارات,10,ومن الالقاب اشرف ما حوت الالقاب وانبلها,شعب الامارات
(صلاح الدين ) فخـرٍ للعروبه يا هل الأمثـال,شـعب الإمـارات,10,صلاح الدين فخر للعروبه يا هل الامثال,شعب الامارات
وابو راشد (صلاح الدين) لاهل الأرض باكملها,شـعب الإمـارات,10,وابو راشد صلاح الدين لاهل الارض باكملها,شعب الامارات
و (ابو خالد ) صنع دوله بهمّـته وْتحته رجال,شـعب الإمـارات,10,و ابو خالد صنع دوله بهمته وتحته رجال,شعب الامارات
إلى قالـت، تبـرهـن قولـها صـادق فـعـايلـهـا,شـعب الإمـارات,10,الى قالت تبرهن قولها صادق فعايلها,شعب الامارات
سـلايله الـمكارم، والفـخر لا من ذكره اختال,شـعب الإمـارات,10,سلايله المكارم والفخر لا من ذكره اختال,شعب الامارات
وعريـبيـن السـلايل تـفـتخر فـيها سـلايلـهــا,شـعب الإمـارات,10,وعريبين السلايل تفتخر فيها سلايلها,شعب الامارات
لو ان للطـيـب رجـل يمـثّـله بو خـالـد الرجّـال,شـعب الإمـارات,10,لو ان للطيب رجل يمثله بو خالد الرجال,شعب الامارات
يـمـثّـلـه، وشـيـــــوخ الـدار لـو وقّـف يمـثّـلـهــا,شـعب الإمـارات,10,يمثله وشيوخ الدار لو وقف يمثلها,شعب الامارات
وجبال الأرض لو نـقـدر نسـوّي منّـها تـمثال,شـعب الإمـارات,10,وجبال الارض لو نقدر نسوي منها تمثال,شعب الامارات
لابو خـالـد، نـحـتـنـاها مـن آخـرها إلى اوّلــها,شـعب الإمـارات,10,لابو خالد نحتناها من اخرها الى اولها,شعب الامارات
على الهامات له هامه وعلى حد السحب تختال,شـعب الإمـارات,10,على الهامات له هامه وعلى حد السحب تختال,شعب الامارات
صـعـيـبـات الـمشـاكـل كـل مـا جـاته يذلّـلــهـا,شـعب الإمـارات,10,صعيبات المشاكل كل ما جاته يذللها,شعب الامارات
وعسى شعب الإمارات العزيزه دوم فـ احسن حال,شـعب الإمـارات,10,وعسى شعب الامارات العزيزه دوم ف احسن حال,شعب الامارات
عسى دعواتهم ربّي فـي شـهر الخـير يقـبلـهـــا,شـعب الإمـارات,10,عسى دعواتهم ربي في شهر الخير يقبلها,شعب الامارات
ياللي تسحّـب فوق الامتـان جـاعد,سهم الغلا,11,ياللي تسحب فوق الامتان جاعد,سهم الغلا
يلـعـب به الـغربي على قـد مـيّـاس,سهم الغلا,11,يلعب به الغربي على قد مياس,سهم الغلا
إحذر تـعـد ايّـام لـقـياك واعـد,سهم الغلا,11,احذر تعد ايام لقياك واعد,سهم الغلا
أيّام بـعـدك والـهـجـر مـالـه قيـاس,سهم الغلا,11,ايام بعدك والهجر ماله قياس,سهم الغلا
سـهـم الـغـــلا ما بيـن نـازل وصـاعد,سهم الغلا,11,سهم الغلا ما بين نازل وصاعد,سهم الغلا
والـرازق الله، لـكن الـناس للــناس,سهم الغلا,11,والرازق الله لكن الناس للناس,سهم الغلا
عـلّمني وشلـون اهـجـرك ونـتـبـاعد,سهم الغلا,11,علمني وشلون اهجرك ونتباعد,سهم الغلا
يالقاسي اللي ما مـعـك أيّـة احساس,سهم الغلا,11,يالقاسي اللي ما معك اية احساس,سهم الغلا
ما دام ما حن بالـحـيـاه نْـتســاعد,سهم الغلا,11,ما دام ما حن بالحياه نتساعد,سهم الغلا
إضحك من الفرقا، وعادي، ولا باس,سهم الغلا,11,اضحك من الفرقا وعادي ولا باس,سهم الغلا
وش قيمة الغيم ان برق، وان تراعد,سهم الغلا,11,وش قيمة الغيم ان برق وان تراعد,سهم الغلا
لا صارت غـصــون الـمحبّـين يبّـاس,سهم الغلا,11,لا صارت غصون المحبين يباس,سهم الغلا
لا لا تواعـد .. خل عنك الـمواعـد,سهم الغلا,11,لا لا تواعد خل عنك المواعد,سهم الغلا
أنا ترى من حبّـك اعلنت الافـلاس,سهم الغلا,11,انا ترى من حبك اعلنت الافلاس,سهم الغلا
راح الـعـمر كـلّه وانا مـعـك قـاعـــد,سهم الغلا,11,راح العمر كله وانا معك قاعد,سهم الغلا
لين الرجـا ماتت عزومـه من اليـاس,سهم الغلا,11,لين الرجا ماتت عزومه من الياس,سهم الغلا
كـم كنت انا ويّاك سـاعد بسـاعد,سهم الغلا,11,كم كنت انا وياك ساعد بساعد,سهم الغلا
وطوّقـتك بحبّـي مثل عقد الالـماس,سهم الغلا,11,وطوقتك بحبي مثل عقد الالماس,سهم الغلا
