Row_number,poem_id,Title,Text content,Title_cleaned,Text_cleaned
115,10,شـعب الإمـارات,و (ابو خالد ) صنع دوله بهمّـته وْتحته رجال	إلى قالـت، تبـرهـن قولـها صـادق فـعـايلـهـا,شعب الامارات,و ابو خالد صنع دوله بهمته وتحته رجال	الى قالت تبرهن قولها صادق فعايلها
116,10,شـعب الإمـارات,سـلايله الـمكارم، والفـخر لا من ذكره اختال	وعريـبيـن السـلايل تـفـتخر فـيها سـلايلـهــا,شعب الامارات,سلايله المكارم والفخر لا من ذكره اختال	وعريبين السلايل تفتخر فيها سلايلها
117,10,شـعب الإمـارات,لو ان للطـيـب رجـل يمـثّـله بو خـالـد الرجّـال	يـمـثّـلـه، وشـيـــــوخ الـدار لـو وقّـف يمـثّـلـهــا,شعب الامارات,لو ان للطيب رجل يمثله بو خالد الرجال	يمثله وشيوخ الدار لو وقف يمثلها
118,10,شـعب الإمـارات,وجبال الأرض لو نـقـدر نسـوّي منّـها تـمثال	لابو خـالـد، نـحـتـنـاها مـن آخـرها إلى اوّلــها,شعب الامارات,وجبال الارض لو نقدر نسوي منها تمثال	لابو خالد نحتناها من اخرها الى اولها
119,10,شـعب الإمـارات,على الهامات له هامه وعلى حد السحب تختال	صـعـيـبـات الـمشـاكـل كـل مـا جـاته يذلّـلــهـا,شعب الامارات,على الهامات له هامه وعلى حد السحب تختال	صعيبات المشاكل كل ما جاته يذللها
120,10,شـعب الإمـارات,وعسى شعب الإمارات العزيزه دوم فـ احسن حال	عسى دعواتهم ربّي فـي شـهر الخـير يقـبلـهـــا,شعب الامارات,وعسى شعب الامارات العزيزه دوم ف احسن حال	عسى دعواتهم ربي في شهر الخير يقبلها
121,11,سهم الغلا,ياللي تسحّـب فوق الامتـان جـاعد	يلـعـب به الـغربي على قـد مـيّـاس,سهم الغلا,ياللي تسحب فوق الامتان جاعد	يلعب به الغربي على قد مياس
122,11,سهم الغلا,إحذر تـعـد ايّـام لـقـياك واعـد	أيّام بـعـدك والـهـجـر مـالـه قيـاس,سهم الغلا,احذر تعد ايام لقياك واعد	ايام بعدك والهجر ماله قياس
123,11,سهم الغلا,سـهـم الـغـــلا ما بيـن نـازل وصـاعد	والـرازق الله، لـكن الـناس للــناس,سهم الغلا,سهم الغلا ما بين نازل وصاعد	والرازق الله لكن الناس للناس
124,11,سهم الغلا,عـلّمني وشلـون اهـجـرك ونـتـبـاعد	يالقاسي اللي ما مـعـك أيّـة احساس,سهم الغلا,علمني وشلون اهجرك ونتباعد	يالقاسي اللي ما معك اية احساس
125,11,سهم الغلا,ما دام ما حن بالـحـيـاه نْـتســاعد	إضحك من الفرقا، وعادي، ولا باس,سهم الغلا,ما دام ما حن بالحياه نتساعد	اضحك من الفرقا وعادي ولا باس
126,11,سهم الغلا,وش قيمة الغيم ان برق، وان تراعد	لا صارت غـصــون الـمحبّـين يبّـاس,سهم الغلا,وش قيمة الغيم ان برق وان تراعد	لا صارت غصون المحبين يباس
127,11,سهم الغلا,لا لا تواعـد .. خل عنك الـمواعـد	أنا ترى من حبّـك اعلنت الافـلاس,سهم الغلا,لا لا تواعد خل عنك المواعد	انا ترى من حبك اعلنت الافلاس
128,11,سهم الغلا,راح الـعـمر كـلّه وانا مـعـك قـاعـــد	لين الرجـا ماتت عزومـه من اليـاس,سهم الغلا,راح العمر كله وانا معك قاعد	لين الرجا ماتت عزومه من الياس
129,11,سهم الغلا,كـم كنت انا ويّاك سـاعد بسـاعد	وطوّقـتك بحبّـي مثل عقد الالـماس,سهم الغلا,كم كنت انا وياك ساعد بساعد	وطوقتك بحبي مثل عقد الالماس
130,11,سهم الغلا,على الـغـلا كلّـه، نـويت آتـقـاعـــد	حتى أعيش الـعمـر من دون وسواس,سهم الغلا,على الغلا كله نويت اتقاعد	حتى اعيش العمر من دون وسواس
131,12,سامح,أحيـــاناً افـكّر .. وافـكّر .. وافـكّر	إلى متى عزمـي بالاشـواق جامـح,سامح,احيانا افكر وافكر وافكر	الى متى عزمي بالاشواق جامح
132,12,سامح,ما دام بـاب الـمـغـفــــره ما تسكّـــر	تعـال وارسـل لي خـيـالي مـــــلامـح,سامح,ما دام باب المغفره ما تسكر	تعال وارسل لي خيالي ملامح
133,12,سامح,لو الـحـياه بطـولـها طـعـم سكّـــــر	ما كان احس بْذنب غيري واسامح,سامح,لو الحياه بطولها طعم سكر	ما كان احس بذنب غيري واسامح
134,12,سامح,هـذا كــلامـي لـو مـزاجـي تـعـكّـــر	وخيل الهـجر بيـن الـحـنايا ترامح,سامح,هذا كلامي لو مزاجي تعكر	وخيل الهجر بين الحنايا ترامح
135,12,سامح,أقـولـهـا للّي فـي حـبّــي تـنـكّـــــــر	أسـامـحـه .. وَلا يعـرف الـتسـامــح,سامح,اقولها للي في حبي تنكر	اسامحه ولا يعرف التسامح
136,12,سامح,إطـمح تراضـيني يا زيـن وتذكّـــر	إن عاشـقك لرضـاك يا زين طامـح,سامح,اطمح تراضيني يا زين وتذكر	ان عاشقك لرضاك يا زين طامح
137,12,سامح,لا تصير مالـح في الهجر وانت سكّـر	سامح ما فيه اجمل من اللي يسامـح,سامح,لا تصير مالح في الهجر وانت سكر	سامح ما فيه اجمل من اللي يسامح
138,13,رمز العز علمني,الـفسـق آفـه .. لكن التـقوى خشـوع	أبـوي رمـز الـعـــز عـلّـمني بـها,رمز العز علمني,الفسق افه لكن التقوى خشوع	ابوي رمز العز علمني بها
139,13,رمز العز علمني,يا مدرسـة الامجاد والقلوب البتوع	أنـا على هـقوتـك يا هـاقي بها,رمز العز علمني,يا مدرسة الامجاد والقلوب البتوع	انا على هقوتك يا هاقي بها
140,13,رمز العز علمني,مْن الفلاسي ساسي وعندي فروع	من دار زايـد عز الارض وطيبها,رمز العز علمني,من الفلاسي ساسي وعندي فروع	من دار زايد عز الارض وطيبها
141,13,رمز العز علمني,شاعر واحب الـفزعه وقلبي فزوع	يالين شـفت الـناس سـمّوني بها,رمز العز علمني,شاعر واحب الفزعه وقلبي فزوع	يالين شفت الناس سموني بها
142,13,رمز العز علمني,واهل الصمود اللي ماترضى بالخنوع	ألله سـبحــــانـه يشـبّـهـني بـها,رمز العز علمني,واهل الصمود اللي ماترضى بالخنوع	الله سبحانه يشبهني بها
143,13,رمز العز علمني,أحب من جزل الـبيوت اللي تروع	أهل الـفكـر لا قامـت تـغـنّـي بها,رمز العز علمني,احب من جزل البيوت اللي تروع	اهل الفكر لا قامت تغني بها
144,13,رمز العز علمني,ترى القصيد انـواع وانا كـل نـوع	أبـدع فـي تركـيـبـتـه وآسـالـيبـها,رمز العز علمني,ترى القصيد انواع وانا كل نوع	ابدع في تركيبته واساليبها
145,13,رمز العز علمني,يا اهل السيوف القاطعه واهل الدروع	ترى الـسـنيـن الله يعـلم غـيـبها,رمز العز علمني,يا اهل السيوف القاطعه واهل الدروع	ترى السنين الله يعلم غيبها
146,13,رمز العز علمني,أشـبّه الدنـيا على البكرة الدفـوع	دايـم تـكــون الاوّلـه ترتـيبـها,رمز العز علمني,اشبه الدنيا على البكرة الدفوع	دايم تكون الاوله ترتيبها
147,13,رمز العز علمني,إن واصلـت راعـيّها أصـلـه جــزوع	وان قاصرت بانت فـضايح عيبها,رمز العز علمني,ان واصلت راعيها اصله جزوع	وان قاصرت بانت فضايح عيبها
148,13,رمز العز علمني,والاّ أشبّـهـها على الـبنـت الـفـروع	إللى عـوى بيـن الـحــنايا ذيبـها,رمز العز علمني,والا اشبهها على البنت الفروع	اللى عوى بين الحنايا ذيبها
149,13,رمز العز علمني,نـقـبل لها مادامـها حـلوه الـطـبوع	ونصـد مـنها لا تكـــاثر شـيبـها,رمز العز علمني,نقبل لها مادامها حلوه الطبوع	ونصد منها لا تكاثر شيبها
150,13,رمز العز علمني,أعمارنا تحسب من ايّام السـبـوع	تجري لكن الـناس ما تدري بها,رمز العز علمني,اعمارنا تحسب من ايام السبوع	تجري لكن الناس ما تدري بها
151,13,رمز العز علمني,ويوم الثلوث اللي قبل يوم الربوع	ذكراه فـي قلبي وش آسوّي بها,رمز العز علمني,ويوم الثلوث اللي قبل يوم الربوع	ذكراه في قلبي وش اسوي بها
152,13,رمز العز علمني,ويا وردة البستان قطّافك قنوع	وبعض الورود .. الله على تـعذيبها,رمز العز علمني,ويا وردة البستان قطافك قنوع	وبعض الورود الله على تعذيبها
